t,epoch,etime,energy,HF Energy (Ha),FCI Energy (Ha),r,energy_error
0.5,0,0.0,-0.976401864807243,-0.9648207854913058,-1.029854007980863,1.326,0.053452143173619904
0.5,1,0.16666666666666663,-0.9764018655157981,-0.9648207854913058,-1.029854007980863,1.326,0.0534521424650648
0.5,2,0.3333333333333333,-0.9764018655158377,-0.9648207854913058,-1.029854007980863,1.326,0.053452142465025165
1.0,0,0.5,-1.0214959266958699,-0.9648207854913058,-1.029854007980863,1.326,0.008358081284993046
1.0,1,0.6666666666666666,-1.0298531594566234,-0.9648207854913058,-1.029854007980863,1.326,8.485242395384063e-07
1.0,2,0.8333333333333333,-1.029854007939505,-0.9648207854913058,-1.029854007980863,1.326,4.1357806068731406e-11
1.0,3,1.0,-1.029854007980862,-0.9648207854913058,-1.029854007980863,1.326,8.881784197001252e-16
