t,epoch,etime,energy,HF Energy (Ha),FCI Energy (Ha),r,energy_error
0.07142857142857142,0,0.0,-1.7613653606532769,-1.7610750541360973,-1.9151065495118047,1.0,0.15374118885852783
0.07142857142857142,1,0.0042016806722689065,-1.761378382320825,-1.7610750541360973,-1.9151065495118047,1.0,0.1537281671909796
0.07142857142857142,2,0.008403361344537813,-1.761384393469301,-1.7610750541360973,-1.9151065495118047,1.0,0.15372215604250372
0.07142857142857142,3,0.012605042016806726,-1.761384523801637,-1.7610750541360973,-1.9151065495118047,1.0,0.1537220257101677
0.07142857142857142,4,0.016806722689075633,-1.7613845241029382,-1.7610750541360973,-1.9151065495118047,1.0,0.15372202540886648
0.07142857142857142,5,0.02100840336134454,-1.7613845241031156,-1.7610750541360973,-1.9151065495118047,1.0,0.15372202540868907
0.07142857142857142,6,0.025210084033613453,-1.761384524103119,-1.7610750541360973,-1.9151065495118047,1.0,0.15372202540868574
0.07142857142857142,7,0.029411764705882353,-1.7613845241031203,-1.7610750541360973,-1.9151065495118047,1.0,0.1537220254086844
0.14285714285714285,0,0.07142857142857142,-1.7623296245916813,-1.7610750541360973,-1.9151065495118047,1.0,0.1527769249201234
0.14285714285714285,1,0.07563025210084033,-1.7623465259540496,-1.7610750541360973,-1.9151065495118047,1.0,0.1527600235577551
0.14285714285714285,2,0.07983193277310924,-1.7623548125601844,-1.7610750541360973,-1.9151065495118047,1.0,0.15275173695162025
0.14285714285714285,3,0.08403361344537816,-1.7623550304861189,-1.7610750541360973,-1.9151065495118047,1.0,0.15275151902568584
0.14285714285714285,4,0.08823529411764705,-1.7623550309704143,-1.7610750541360973,-1.9151065495118047,1.0,0.15275151854139035
0.14285714285714285,5,0.09243697478991597,-1.7623550309705927,-1.7610750541360973,-1.9151065495118047,1.0,0.15275151854121205
0.14285714285714285,6,0.09663865546218488,-1.7623550309706406,-1.7610750541360973,-1.9151065495118047,1.0,0.1527515185411641
0.14285714285714285,7,0.10084033613445378,-1.7623550309706482,-1.7610750541360973,-1.9151065495118047,1.0,0.15275151854115654
0.14285714285714285,8,0.10504201680672268,-1.7623550309706482,-1.7610750541360973,-1.9151065495118047,1.0,0.15275151854115654
0.21428571428571427,0,0.14285714285714285,-1.7640247724784759,-1.7610750541360973,-1.9151065495118047,1.0,0.1510817770333288
0.21428571428571427,1,0.14705882352941174,-1.7640472298637335,-1.7610750541360973,-1.9151065495118047,1.0,0.15105931964807118
0.21428571428571427,2,0.15126050420168066,-1.764058737426645,-1.7610750541360973,-1.9151065495118047,1.0,0.15104781208515972
0.21428571428571427,3,0.15546218487394958,-1.7640591339951597,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741551664502
0.21428571428571427,4,0.15966386554621848,-1.7640591348441226,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741466768212
0.21428571428571427,5,0.1638655462184874,-1.764059134844183,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741466762173
0.21428571428571427,6,0.16806722689075632,-1.7640591348442942,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741466751048
0.21428571428571427,7,0.1722689075630252,-1.7640591348444559,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741466734883
0.21428571428571427,8,0.1764705882352941,-1.7640591348444976,-1.7610750541360973,-1.9151065495118047,1.0,0.1510474146673071
0.21428571428571427,9,0.18067226890756302,-1.7640591348444983,-1.7610750541360973,-1.9151065495118047,1.0,0.15104741466730642
0.2857142857142857,0,0.21428571428571427,-1.7665380358870366,-1.7610750541360973,-1.9151065495118047,1.0,0.14856851362476808
0.2857142857142857,1,0.2184873949579832,-1.7665685921509433,-1.7610750541360973,-1.9151065495118047,1.0,0.1485379573608614
0.2857142857142857,2,0.2226890756302521,-1.7665847498472373,-1.7610750541360973,-1.9151065495118047,1.0,0.14852179966456736
0.2857142857142857,3,0.226890756302521,-1.7665854980153906,-1.7610750541360973,-1.9151065495118047,1.0,0.14852105149641415
0.2857142857142857,4,0.2310924369747899,-1.7665854996361015,-1.7610750541360973,-1.9151065495118047,1.0,0.14852104987570325
0.2857142857142857,5,0.23529411764705882,-1.766585499636652,-1.7610750541360973,-1.9151065495118047,1.0,0.1485210498751528
0.2857142857142857,6,0.2394957983193277,-1.7665854996368446,-1.7610750541360973,-1.9151065495118047,1.0,0.14852104987496006
0.2857142857142857,7,0.24369747899159663,-1.7665854996368866,-1.7610750541360973,-1.9151065495118047,1.0,0.1485210498749181
0.35714285714285715,0,0.2857142857142857,-1.7699782209343284,-1.7610750541360973,-1.9151065495118047,1.0,0.14512832857747626
0.35714285714285715,1,0.28991596638655465,-1.7700208271577917,-1.7610750541360973,-1.9151065495118047,1.0,0.14508572235401296
0.35714285714285715,2,0.29411764705882354,-1.7700265376007802,-1.7610750541360973,-1.9151065495118047,1.0,0.1450800119110245
0.35714285714285715,3,0.29831932773109243,-1.7700359034156508,-1.7610750541360973,-1.9151065495118047,1.0,0.14507064609615394
0.35714285714285715,4,0.3025210084033614,-1.7700437526794137,-1.7610750541360973,-1.9151065495118047,1.0,0.14506279683239098
0.35714285714285715,5,0.3067226890756303,-1.7700448472894013,-1.7610750541360973,-1.9151065495118047,1.0,0.14506170222240344
0.35714285714285715,6,0.31092436974789917,-1.7700451838285118,-1.7610750541360973,-1.9151065495118047,1.0,0.14506136568329286
0.35714285714285715,7,0.31512605042016806,-1.770045277769904,-1.7610750541360973,-1.9151065495118047,1.0,0.14506127174190064
0.35714285714285715,8,0.319327731092437,-1.7700453014184903,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124809331444
0.35714285714285715,9,0.3235294117647059,-1.7700453022859133,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124722589142
0.35714285714285715,10,0.3277310924369748,-1.770045302315006,-1.7610750541360973,-1.9151065495118047,1.0,0.1450612471967987
0.35714285714285715,11,0.3319327731092437,-1.770045302315088,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124719671676
0.35714285714285715,12,0.33613445378151263,-1.7700453023150922,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124719671254
0.35714285714285715,13,0.3403361344537815,-1.7700453023150928,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124719671187
0.35714285714285715,14,0.3445378151260504,-1.7700453023150942,-1.7610750541360973,-1.9151065495118047,1.0,0.14506124719671054
0.42857142857142855,0,0.3571428571428571,-1.774485181017054,-1.7610750541360973,-1.9151065495118047,1.0,0.1406213684947506
0.42857142857142855,1,0.36134453781512604,-1.774546154176166,-1.7610750541360973,-1.9151065495118047,1.0,0.1405603953356387
0.42857142857142855,2,0.36554621848739494,-1.7745563623592095,-1.7610750541360973,-1.9151065495118047,1.0,0.14055018715259515
0.42857142857142855,3,0.36974789915966383,-1.7745719285657133,-1.7610750541360973,-1.9151065495118047,1.0,0.14053462094609137
0.42857142857142855,4,0.3739495798319328,-1.774577425608369,-1.7610750541360973,-1.9151065495118047,1.0,0.14052912390343564
0.42857142857142855,5,0.37815126050420167,-1.7745819232058053,-1.7610750541360973,-1.9151065495118047,1.0,0.14052462630599938
0.42857142857142855,6,0.38235294117647056,-1.7745823881568323,-1.7610750541360973,-1.9151065495118047,1.0,0.14052416135497237
0.42857142857142855,7,0.38655462184873945,-1.774582462843682,-1.7610750541360973,-1.9151065495118047,1.0,0.14052408666812277
0.42857142857142855,8,0.3907563025210084,-1.774582464737007,-1.7610750541360973,-1.9151065495118047,1.0,0.14052408477479772
0.42857142857142855,9,0.3949579831932773,-1.7745824651937145,-1.7610750541360973,-1.9151065495118047,1.0,0.14052408431809016
0.42857142857142855,10,0.3991596638655462,-1.7745824654373572,-1.7610750541360973,-1.9151065495118047,1.0,0.1405240840744475
0.42857142857142855,11,0.4033613445378151,-1.7745824654378115,-1.7610750541360973,-1.9151065495118047,1.0,0.1405240840739932
0.42857142857142855,12,0.40756302521008403,-1.7745824654378184,-1.7610750541360973,-1.9151065495118047,1.0,0.1405240840739863
0.42857142857142855,13,0.4117647058823529,-1.7745824654378184,-1.7610750541360973,-1.9151065495118047,1.0,0.1405240840739863
0.5,0,0.4285714285714286,-1.7802454218992547,-1.7610750541360973,-1.9151065495118047,1.0,0.13486112761254998
0.5,1,0.4327731092436975,-1.7802664054950752,-1.7610750541360973,-1.9151065495118047,1.0,0.1348401440167295
0.5,2,0.4369747899159664,-1.780304209930998,-1.7610750541360973,-1.9151065495118047,1.0,0.13480233958080667
0.5,3,0.4411764705882353,-1.7803598446827604,-1.7610750541360973,-1.9151065495118047,1.0,0.13474670482904427
0.5,4,0.44537815126050423,-1.780376342867687,-1.7610750541360973,-1.9151065495118047,1.0,0.1347302066441176
0.5,5,0.4495798319327731,-1.7803890981345614,-1.7610750541360973,-1.9151065495118047,1.0,0.13471745137724334
0.5,6,0.453781512605042,-1.7803905252922372,-1.7610750541360973,-1.9151065495118047,1.0,0.13471602421956752
0.5,7,0.4579831932773109,-1.7803907529059895,-1.7610750541360973,-1.9151065495118047,1.0,0.13471579660581523
0.5,8,0.46218487394957986,-1.780390760340169,-1.7610750541360973,-1.9151065495118047,1.0,0.13471578917163574
0.5,9,0.46638655462184875,-1.7803907620050052,-1.7610750541360973,-1.9151065495118047,1.0,0.13471578750679947
0.5,10,0.47058823529411764,-1.7803907628777125,-1.7610750541360973,-1.9151065495118047,1.0,0.13471578663409223
0.5,11,0.47478991596638653,-1.7803907628804272,-1.7610750541360973,-1.9151065495118047,1.0,0.1347157866313775
